liczba_izb,nr_kondygnacji,calkowita_powierzchnia,wsp_x,wsp_y,adres_miejscowosc,adres_ulica,adres_numer,bud_id,dzialka_id,dzialka_mpzp,dzialka_sposob_uzytkowania,n_udzial_str,is_market_transaction,data_dokumentu,powierzchnia_final,osiedle,ma_pomieszczenia_przynalezne,rok,rok_miesiac_float,cena_za_m2,odl_do_centrum,metry_na_izbe,wibor_3m,srednie_wynagrodzenie,is_pierwotny,is_uzytkowanie_wieczyste,sprzedajacy_firma,sprzedajacy_jst,sprzedajacy_osoba,is_wielorodzinny,osiedle_cat
2.0,4.0,46.3,5811307.054,6428900.811,Poznań,ul. Wilczak,20E,,,,,1/1,True,2022-06-24,46.3,Stare Winogrady,0,2022,2022.4166666666667,11581.036309162851,3.1810543574357464,23.15,6.85,6523.0,0,0,1,0,0,0,27
2.0,9.0,33.97,5805411.63,6428416.759,Poznań,ul. Wagrowska,12B,,,,,1/1,True,2022-10-12,33.97,Starołęka-Minikowo-Marlewo,0,2022,2022.75,15395.29210555196,3.361860519859992,16.985,7.34,7102.0,0,0,1,0,0,0,28
3.0,2.0,61.31,5806943.72,6431523.751,Poznań,ul. Florentyny Luboińskiej,5,,,,,1/1,True,2022-08-29,61.31,Chartowo,0,2022,2022.5833333333333,11020.433869424238,4.551357694229643,20.436666666666667,7.04,6556.0,0,0,1,0,0,0,1
2.0,2.0,48.9,5813762.103,6428542.208,Poznań,ul. Naramowicka,176C,,,,,1/1,True,2022-08-09,48.9,Naramowice,0,2022,2022.5833333333333,10513.911041308795,5.341443059544986,24.45,7.04,6556.0,0,0,1,0,0,0,15
2.0,2.0,49.51,5806407.29,6424783.863,Poznań,ul. Jakuba Krauthofera,22C,,,,,1/1,True,2022-10-07,49.51,Górczyn,0,2022,2022.75,12074.850979600084,3.300512918114299,24.755,7.34,7102.0,0,0,1,0,0,0,5
1.0,2.0,31.53,5812704.975,6424401.305,Poznań,ul. Druskienicka,4A,,,,,1/1,True,2022-09-14,31.53,Podolany,0,2022,2022.6666666666667,15358.03857659372,5.0322417367809855,31.53,7.16,6556.0,0,0,1,0,0,0,23
3.0,4.0,49.84,5808501.588,6422496.675,Poznań,ul. Marcelińska,100B,,,,,1/1,True,2022-04-06,47.0,Ławica,1,2022,2022.25,14246.063332765958,4.778012150370404,15.666666666666666,5.48,6523.0,0,0,1,0,0,0,37
2.0,8.0,33.19,5805411.63,6428416.759,Poznań,ul. Wagrowska,12B,,,,,1/1,True,2022-10-21,33.19,Starołęka-Minikowo-Marlewo,0,2022,2022.75,15166.29660210907,3.361860519859992,16.595,7.34,7102.0,0,0,1,0,0,0,28
3.0,5.0,60.14,5812825.975,6428898.431,Poznań,ul. Karpia,22G,,,,,1/1,True,2022-07-26,60.14,Naramowice,0,2022,2022.5,8295.405556767542,4.5522539842444765,20.046666666666667,7.03,6556.0,0,0,1,0,0,0,15
3.0,4.0,55.32,5805481.73,6425970.536,Poznań,ul. Tokarska,21,,,,,1/1,True,2022-04-05,55.32,Wilda,0,2022,2022.25,7564.680231381056,3.3552332195443,18.44,5.48,6523.0,0,0,1,0,0,0,33
1.0,1.0,25.4,5808300.611,6427321.426,Poznań,ul. Strzałowa,3,,,,,1/1,True,2022-02-07,25.4,Stare Miasto,0,2022,2022.0833333333333,13651.14195905512,0.2768177457097881,25.4,3.33,6335.0,0,0,1,0,0,0,26
3.0,2.0,55.46,5812825.975,6428898.431,Poznań,ul. Karpia,22G,,,,,1/1,True,2022-08-11,55.46,Naramowice,0,2022,2022.5833333333333,8019.8782684457265,4.5522539842444765,18.486666666666668,7.04,6556.0,0,0,1,0,0,0,15
3.0,3.0,77.14,5810282.87,6424333.877,Poznań,ul. Zofii Nałkowskiej,53,,,,,1/1,True,2022-09-13,69.54,Ogrody,1,2022,2022.6666666666667,11112.305466597641,3.4011193691548587,23.180000000000003,7.16,6556.0,0,0,1,0,0,0,19
2.0,5.0,42.5,5812825.975,6428898.431,Poznań,ul. Karpia,22G,,,,,1/1,True,2022-07-29,42.5,Naramowice,0,2022,2022.5,8485.751424534588,4.5522539842444765,21.25,7.03,6556.0,0,0,1,0,0,0,15
2.0,8.0,40.4,5806917.16,6424778.533,Poznań,ul. Głogowska,115a,,,,,1/1,True,2022-02-15,37.55,Łazarz,1,2022,2022.0833333333333,8565.387992969376,2.995179125047666,18.775,3.33,6335.0,0,0,1,0,0,0,38
2.0,11.0,31.2,5813659.695,6426795.589,Poznań,os. Bolesława Śmiałego,1,,,,,1/1,True,2022-10-20,31.2,Piątkowo,0,2022,2022.75,10155.375389743589,5.108796999927576,15.6,7.34,7102.0,0,0,1,0,0,0,21
3.0,1.0,58.82,5807635.77,6426532.381,Poznań,ul. św. Czesława,1a,,,,,1/1,True,2022-01-28,46.2,Wilda,1,2022,2022.0,12292.956242424241,1.1955317843103834,15.4,2.79,6335.0,0,0,1,0,0,0,33
4.0,5.0,79.28,5809185.155,6423623.25,Poznań,ul. Jutrzenka,8,,,,,1/1,True,2022-01-26,79.28,Grunwald Północ,0,2022,2022.0,12969.986123107972,3.701803310111443,19.82,2.79,6335.0,0,0,1,0,0,0,4
2.0,2.0,40.59,5810033.05,6425079.407,Poznań,ul. Stanisława Szczepanowskiego,5,,,,,1/1,True,2022-10-03,40.59,Jeżyce,0,2022,2022.75,13108.278543483615,2.635825986559869,20.295,7.34,7102.0,0,0,1,0,0,0,8
3.0,6.0,40.3,5811573.316,6427927.465,Poznań,os. Pod Lipami,11,,,,,1/1,True,2022-10-13,38.3,Nowe Winogrady Południe,1,2022,2022.75,9302.982237911228,3.070268683363186,12.766666666666666,7.34,7102.0,0,0,1,0,0,0,16
4.0,3.0,78.19000000000001,5806827.63,6421567.542,Poznań,ul. Jeleniogórska,1/3F,,,,,1/1,True,2022-04-05,71.29,Junikowo,1,2022,2022.25,13392.171659194837,5.967657089802994,17.8225,5.48,6523.0,0,0,1,0,0,0,9
3.0,5.0,49.22,5812923.81,6423061.937,Poznań,ul. Tadeusza Mikke,4B,,,,,1/1,True,2022-10-04,49.22,,0,2022,2022.75,12267.454911011784,6.055503582246838,16.406666666666666,7.34,7102.0,0,0,1,0,0,0,-1
1.0,1.0,28.68,5807142.725,6421472.391,Poznań,ul. Jeleniogórska,7A,,,,,1/1,True,2022-08-24,28.68,Junikowo,0,2022,2022.5833333333333,12506.81740585774,5.975542292952544,28.68,7.04,6556.0,0,0,1,0,0,0,9
5.0,5.0,106.5,5807892.46,6428855.834,Poznań,ul. Polanka,2,,,,,1/1,True,2022-07-08,106.5,Rataje,0,2022,2022.5,9122.27112290122,1.7220213069655108,21.3,7.03,6556.0,0,0,1,0,0,0,24
2.0,3.0,48.6,5812825.975,6428898.431,Poznań,ul. Karpia,22G,,,,,1/1,True,2022-08-03,48.6,Naramowice,0,2022,2022.5833333333333,7699.406786054322,4.5522539842444765,24.3,7.04,6556.0,0,0,1,0,0,0,15
3.0,3.0,49.32,5814277.499,6428323.477,Poznań,ul. Błażeja,4D,,,,,1/1,True,2022-02-02,49.32,Naramowice,0,2022,2022.0833333333333,10230.434630332522,5.799851324261821,16.44,3.33,6335.0,0,0,1,0,0,0,15
2.0,3.0,43.15,5812825.975,6428898.431,Poznań,ul. Karpia,22G,,,,,1/1,True,2022-08-03,43.15,Naramowice,0,2022,2022.5833333333333,7155.622395609734,4.5522539842444765,21.575,7.04,6556.0,0,0,1,0,0,0,15
2.0,4.0,46.199999999999996,5808045.794,6424633.069,Poznań,ul. Wojskowa,3B,,,,,1/1,True,2022-09-28,41.9,Łazarz,1,2022,2022.6666666666667,12812.592674367543,2.6932556542996267,20.95,7.16,6556.0,0,0,1,0,0,0,38
3.0,2.0,66.47,5812825.975,6428898.431,Poznań,ul. Karpia,22E,,,,,1/1,True,2022-08-05,63.67,Naramowice,1,2022,2022.5833333333333,9370.664681262762,4.5522539842444765,21.223333333333333,7.04,6556.0,0,0,1,0,0,0,15
3.0,3.0,84.42,5806527.836,6425966.568,Poznań,ul. Pamiątkowa,2,,,,,1/1,True,2022-02-23,84.42,Wilda,0,2022,2022.0833333333333,11897.032278606965,2.4277438736145185,28.14,3.33,6335.0,0,0,1,0,0,0,33
4.0,8.0,49.87,5806809.16,6424908.021,Poznań,ul. Hetmańska,69,,,,,1/1,True,2022-10-12,47.98,Łazarz,1,2022,2022.75,8721.928103376407,2.9514342726125844,11.995,7.34,7102.0,0,0,1,0,0,0,38
2.0,4.0,50.4,5814360.568,6428278.957,Poznań,ul. Błażeja,6g,,,,,1/1,True,2022-10-18,50.4,Naramowice,0,2022,2022.75,10200.997022222224,5.873789203829274,25.2,7.34,7102.0,0,0,1,0,0,0,15
2.0,5.0,45.04,5812825.975,6428898.431,Poznań,ul. Karpia,22E,,,,,1/1,True,2022-08-10,45.04,Naramowice,0,2022,2022.5833333333333,8176.304110834814,4.5522539842444765,22.52,7.04,6556.0,0,0,1,0,0,0,15
2.0,3.0,33.7,5807291.971,6424830.052,Poznań,ul. Franciszka Morawskiego,1,,,,,1/1,True,2022-10-12,33.7,Łazarz,0,2022,2022.75,8621.46509768546,2.75963171238233,16.85,7.34,7102.0,0,0,1,0,0,0,38
4.0,1.0,82.59,5809050.8,6424740.582,Poznań,ul. Jana Gorczyczewskiego,4a,,,,,1/1,True,2021-12-30,82.59,Jeżyce,0,2021,2021.9166666666667,10185.406720046492,2.5781591046880723,20.6475,2.35,6177.0,0,0,1,0,0,0,8
3.0,2.0,61.62,5808348.175,6422578.883,Poznań,ul. Świerzawska,7,,,,,1/1,True,2022-10-21,61.62,Ławica,0,2022,2022.75,11836.214927620904,4.700661952802014,20.54,7.34,7102.0,0,0,1,0,0,0,37
4.0,4.0,90.30000000000001,5809552.453,6425744.103,Poznań,ul. Poznańska,34,,,,,1/1,True,2022-05-09,70.7,Jeżyce,1,2022,2022.3333333333333,10992.55493069307,1.8164960530394976,17.675,6.42,6523.0,0,0,1,0,0,0,8
5.0,4.0,88.8,5813407.935,6428722.848,Poznań,ul. Czarnucha,1D,,,,,1/1,True,2022-05-16,86.5,Naramowice,1,2022,2022.3333333333333,10988.93799398844,5.04696265822583,17.3,6.42,6523.0,0,0,1,0,0,0,15
4.0,1.0,70.7,5813444.732,6428768.64,Poznań,ul. Czarnucha,1B,,,,,1/1,True,2022-09-15,67.7,Naramowice,1,2022,2022.6666666666667,12009.500530576071,5.095464290513584,16.925,7.16,6556.0,0,0,1,0,0,0,15
3.0,2.0,49.04,5807063.36,6429672.751,Poznań,ul. Milczańska,18F,,,,,1/1,True,2022-11-14,49.04,Rataje,0,2022,2022.8333333333333,11069.04347014682,2.8343254597068688,16.346666666666668,7.43,7102.0,0,0,1,0,0,0,24
3.0,2.0,70.9,5807463.48,6425285.017,Poznań,ul. Antoniego Małeckiego,22,,,,,1/1,True,2022-10-12,62.0,Łazarz,1,2022,2022.75,10124.470412903227,2.27782337841743,20.666666666666668,7.34,7102.0,0,0,1,0,0,0,38
2.0,6.0,32.4,5806889.173,6422707.198,Poznań,ul. Jana Keplera,3b,,,,,1/1,True,2022-10-07,31.0,Grunwald Południe,1,2022,2022.75,10876.573929290324,4.867599381314155,15.5,7.34,7102.0,0,0,1,0,0,0,3
3.0,5.0,44.51,5811165.706,6428928.463,Poznań,ul. Serbska,14A,,,,,1/1,True,2022-10-20,44.51,Stare Winogrady,0,2022,2022.75,12491.082025612222,3.0752248309263135,14.836666666666666,7.34,7102.0,0,0,1,0,0,0,27
4.0,4.0,52.9,5814427.592,6423967.584,Poznań,ul. Edwarda Raczyńskiego,78b,,,,,1/1,True,2022-06-22,52.9,Podolany,0,2022,2022.4166666666667,9040.844945179584,6.723494627117621,13.225,6.85,6523.0,0,0,1,0,0,0,23
3.0,4.0,52.88,5814814.782,6426807.206,Poznań,os. Stefana Batorego,53,,,,,1/1,True,2022-06-21,52.88,Piątkowo,0,2022,2022.4166666666667,10468.735958245084,6.258862850730258,17.62666666666667,6.85,6523.0,0,0,1,0,0,0,21
3.0,3.0,32.83,5804692.633,6425555.363,Poznań,ul. Klonowa,9,,,,,1/1,True,2022-07-01,32.83,Zielony Dębiec,0,2022,2022.5,8376.481910447761,4.244322802268366,10.943333333333333,7.03,6556.0,0,0,1,0,0,0,36
1.0,4.0,19.8,5807291.971,6424830.052,Poznań,ul. Franciszka Morawskiego,1,,,,,1/1,True,2022-06-30,19.8,Łazarz,0,2022,2022.4166666666667,13285.019377777779,2.75963171238233,19.8,6.85,6523.0,0,0,1,0,0,0,38
4.0,3.0,117.2,5809329.921,6425638.174,Poznań,ul. Jana Henryka Dąbrowskiego,39,,,,,1/1,True,2022-04-19,95.9,Jeżyce,1,2022,2022.25,9662.461956204379,1.802440922011315,23.975,5.48,6523.0,0,0,1,0,0,0,8
1.0,4.0,19.8,5807291.971,6424830.052,Poznań,ul. Franciszka Morawskiego,1,,,,,1/1,True,2022-08-16,19.8,Łazarz,0,2022,2022.5833333333333,16243.955511919192,2.75963171238233,19.8,7.04,6556.0,0,0,1,0,0,0,38
2.0,6.0,40.14,5808348.175,6422578.883,Poznań,ul. Świerzawska,7,,,,,1/1,True,2022-08-25,40.14,Ławica,0,2022,2022.5833333333333,14178.630546686598,4.700661952802014,20.07,7.04,6556.0,0,0,1,0,0,0,37
1.0,1.0,29.68,5807294.139,6425159.856,Poznań,ul. Lodowa,1,,,,,1/1,True,2022-07-28,29.68,Łazarz,0,2022,2022.5,13495.395358490567,2.471161903867215,29.68,7.03,6556.0,0,0,1,0,0,0,38
5.0,1.0,61.45,5808860.374,6423427.449,Poznań,ul. Jesienna,29,,,,,1/1,True,2022-09-23,61.45,Grunwald Północ,0,2022,2022.6666666666667,8891.991000943857,3.857391562992786,12.290000000000001,7.16,6556.0,0,0,1,0,0,0,4
3.0,1.0,46.8,5813536.394,6426380.275,Poznań,os. Bolesława Chrobrego,26,,,,,1/1,True,2022-09-26,46.8,Piątkowo,0,2022,2022.6666666666667,9197.321107692309,5.042886096138781,15.6,7.16,6556.0,0,0,1,0,0,0,21
2.0,2.0,32.4,5808557.257,6431656.162,Poznań,ul. Pobiedziska,5,,,,,1/1,True,2022-10-05,32.4,Warszawskie-Pomet-Maltańskie,0,2022,2022.75,10886.335323456791,4.382043551127628,16.2,7.34,7102.0,0,0,1,0,0,0,32
3.0,1.0,49.4,5805560.965,6426176.567,Poznań,ul. Saperska,42C,,,,,1/1,True,2022-10-17,49.4,Wilda,0,2022,2022.75,11133.599235627531,3.2061218129913933,16.466666666666665,7.34,7102.0,0,0,1,0,0,0,33
1.0,5.0,35.8,5803925.505,6425262.442,Poznań,ul. 28 Czerwca 1956 r.,382A,,,,,1/1,True,2022-10-24,35.8,Zielony Dębiec,0,2022,2022.75,12858.265962011174,5.064536666810994,35.8,7.34,7102.0,0,0,1,0,0,0,36
3.0,2.0,68.12,5807016.184,6425017.837,Poznań,ul. Lodowa,29a,,,,,1/1,True,2022-01-27,64.15,Łazarz,1,2022,2022.0,9617.401401465315,2.7414852581690847,21.383333333333336,2.79,6335.0,0,0,1,0,0,0,38
2.0,1.0,30.1,5814611.465,6426162.844,Poznań,os. Zygmunta Starego,8,,,,,1/1,True,2022-04-15,30.1,Piątkowo,0,2022,2022.25,13902.927255813953,6.139518712742781,15.05,5.48,6523.0,0,0,1,0,0,0,21
4.0,3.0,65.03,5810824.729,6426367.442,Poznań,ul. Piątkowska,55,,,,,1/1,True,2022-09-28,62.84,Winiary,1,2022,2022.6666666666667,7039.960936982814,2.4270911129270765,15.71,7.16,6556.0,0,0,1,0,0,0,34
2.0,5.0,44.24,5806204.61,6422981.576,Poznań,ul. Rembertowska,48,,,,,1/1,True,2022-05-06,44.24,Grunwald Południe,0,2022,2022.3333333333333,12972.713316455696,4.902770503652173,22.12,6.42,6523.0,0,0,1,0,0,0,3
2.0,5.0,37.21,5806795.731,6426034.259,Poznań,ul. Antoniego Kosińskiego,11,,,,,1/1,True,2022-10-06,37.21,Wilda,0,2022,2022.75,13495.666016662188,2.167324430288464,18.605,7.34,7102.0,0,0,1,0,0,0,33
4.0,3.0,85.57,5808112.365,6422302.601,Poznań,ul. Ptasia,18D,,,,,1/1,True,2022-08-29,85.57,Ławica,0,2022,2022.5833333333333,9799.342041546151,4.992874703468573,21.3925,7.04,6556.0,0,0,1,0,0,0,37
3.0,1.0,47.96,5805840.495,6426175.212,Poznań,ul. Rolna,31,,,,,1/1,True,2022-10-24,47.96,Wilda,0,2022,2022.75,11358.691568000002,2.945542389717544,15.986666666666666,7.34,7102.0,0,0,1,0,0,0,33
2.0,2.0,32.46,5809031.075,6425401.842,Poznań,ul. Zwierzyniecka,30A,,,,,1/1,True,2022-08-29,32.46,Jeżyce,0,2022,2022.5833333333333,15709.5047187061,1.9274417042479197,16.23,7.04,6556.0,0,0,1,0,0,0,8
2.0,2.0,41.48,5805798.33,6426364.5,Poznań,ul. Saperska,30,,,,,1/1,True,2022-10-27,41.48,Wilda,0,2022,2022.75,13547.645122468663,2.920318412152802,20.74,7.34,7102.0,0,0,1,0,0,0,33
3.0,7.0,51.35,5803607.904,6425493.625,Poznań,os. Dębina,18,,,,,1/1,True,2022-10-27,46.52,Zielony Dębiec,1,2022,2022.75,8224.603570077386,5.275038475738955,15.506666666666668,7.34,7102.0,0,0,1,0,0,0,36
5.0,5.0,64.9,5806396.52,6434020.056,Poznań,ul. Darzyborska,3,,,,,1/1,True,2022-10-27,64.9,Antoninek-Zieliniec-Kobylepole,0,2022,2022.75,6355.929918027735,7.088435178728988,12.98,7.34,7102.0,0,0,1,0,0,0,0
3.0,4.0,44.8,5814360.568,6428278.957,Poznań,ul. Błażeja,6g,,,,,1/1,True,2022-10-13,40.8,Naramowice,1,2022,2022.75,11048.056556078433,5.873789203829274,13.6,7.34,7102.0,0,0,1,0,0,0,15
3.0,2.0,50.599999999999994,5809211.345,6429782.99,Poznań,ul. Bnińska,26A,,,,,1/1,True,2022-10-26,46.8,Warszawskie-Pomet-Maltańskie,1,2022,2022.75,14434.684516239318,2.5886890235428073,15.6,7.34,7102.0,0,0,1,0,0,0,32
3.0,5.0,36.230000000000004,5807459.048,6424969.967,Poznań,ul. Marcina Kasprzaka,1a,,,,,1/1,True,2022-09-22,30.73,Łazarz,1,2022,2022.6666666666667,9921.613886104784,2.559481382621692,10.243333333333334,7.16,6556.0,0,0,1,0,0,0,38
2.0,4.0,54.8,5807748.459,6425115.461,Poznań,ul. Jana Matejki,48/49,,,,,1/1,True,2022-10-27,54.8,Łazarz,0,2022,2022.75,11672.877427737227,2.310929239927093,27.4,7.34,7102.0,0,0,1,0,0,0,38
2.0,0.0,26.3,5808664.129,6423196.304,Poznań,ul. Swoboda,60,,,,,1/1,True,2022-11-03,26.3,Grunwald Północ,0,2022,2022.8333333333333,13343.109766692016,4.078854099184921,13.15,7.43,7102.0,0,0,1,0,0,0,4
3.0,9.0,40.099999999999994,5806762.093,6423568.232,Poznań,ul. Pogodna,64,,,,,1/1,True,2022-11-10,37.8,Grunwald Południe,1,2022,2022.8333333333333,9489.299555555555,4.124864536897107,12.6,7.43,7102.0,0,0,1,0,0,0,3
2.0,1.0,45.69,5806388.395,6424089.297,Poznań,ul. Sielska,22,,,,,1/1,True,2022-05-06,45.69,Górczyn,0,2022,2022.3333333333333,9944.137945283434,3.8622991801111666,22.845,6.42,6523.0,0,0,1,0,0,0,5
2.0,4.0,47.41,5813899.124,6428445.346,Poznań,ul. Naramowicka,219A,,,,,1/1,True,2022-10-06,47.41,Naramowice,0,2022,2022.75,9583.371919848134,5.453022134444921,23.705,7.34,7102.0,0,0,1,0,0,0,15
3.0,1.0,44.09,5805827.601,6426267.439,Poznań,ul. Rolna,33,,,,,1/1,True,2022-10-10,44.09,Wilda,0,2022,2022.75,13532.098440825584,2.924493812288819,14.696666666666667,7.34,7102.0,0,0,1,0,0,0,33
2.0,4.0,39.44,5808136.49,6422448.866,Poznań,ul. Świerzawska,14,,,,,1/1,True,2022-05-06,39.44,Ławica,0,2022,2022.3333333333333,12126.285436105478,4.845018424210673,19.72,6.42,6523.0,0,0,1,0,0,0,37
3.0,2.0,48.7,5805639.549,6426216.702,Poznań,ul. Saperska,38F,,,,,1/1,True,2022-04-22,48.7,Wilda,0,2022,2022.25,11416.387288706366,3.118565082343564,16.233333333333334,5.48,6523.0,0,0,1,0,0,0,33
3.0,1.0,42.81,5805827.601,6426267.439,Poznań,ul. Rolna,35,,,,,1/1,True,2022-11-02,42.81,Wilda,0,2022,2022.8333333333333,13406.046183601962,2.924493812288819,14.270000000000001,7.43,7102.0,0,0,1,0,0,0,33
2.0,5.0,51.14,5809415.93,6424985.448,Poznań,ul. Polna,9,,,,,1/1,True,2022-09-20,51.14,Jeżyce,0,2022,2022.6666666666667,9328.608640125147,2.438866434680736,25.57,7.16,6556.0,0,0,1,0,0,0,8
3.0,4.0,65.2,5814774.282,6425047.028,Poznań,ul. Teofila Mateckiego,4A,,,,,1/1,True,2022-10-05,65.2,Piątkowo,0,2022,2022.75,11369.69449815951,6.588738740332175,21.733333333333334,7.34,7102.0,0,0,1,0,0,0,21
3.0,4.0,44.0,5806418.826,6422576.509,Poznań,ul. Promienista,166b,,,,,1/1,True,2022-05-05,42.2,Grunwald Południe,1,2022,2022.3333333333333,10766.532291943127,5.168155955272899,14.066666666666668,6.42,6523.0,0,0,1,0,0,0,3
2.0,5.0,60.1,5813809.06,6428235.793,Poznań,ul. Bolka,2,,,,,1/1,True,2022-10-21,56.4,Naramowice,1,2022,2022.75,11108.537479716313,5.323279003728515,28.2,7.34,7102.0,0,0,1,0,0,0,15
3.0,3.0,55.6,5813586.856,6428442.199,Poznań,ul. Naramowicka,203j,,,,,1/1,True,2022-10-24,55.6,Naramowice,0,2022,2022.75,10537.218607194245,5.147763563408665,18.533333333333335,7.34,7102.0,0,0,1,0,0,0,15
1.0,1.0,56.699999999999996,5809077.406,6427688.195,Poznań,ul. Szewska,15,,,,,1/1,True,2022-10-27,33.3,Stare Miasto,1,2022,2022.75,8976.364444444447,0.652300312294276,33.3,7.34,7102.0,0,0,1,0,0,0,26
4.0,2.0,75.62,5812606.905,6424948.433,Poznań,ul. Jasielska,14H,,,,,1/1,True,2022-05-10,75.62,Podolany,0,2022,2022.3333333333333,12158.902289553029,4.656009371932714,18.905,6.42,6523.0,0,0,1,0,0,0,23
2.0,5.0,53.32,5812825.975,6428898.431,Poznań,ul. Karpia,22E,,,,,1/1,True,2022-08-10,50.82,Naramowice,1,2022,2022.5833333333333,8973.62278507989,4.5522539842444765,25.41,7.04,6556.0,0,0,1,0,0,0,15
3.0,1.0,71.7,5812270.564,6428989.767,Poznań,ul. Macieja Rataja,68,,,,,1/1,True,2022-04-14,71.7,Naramowice,0,2022,2022.25,7120.548043068341,4.075862413344777,23.900000000000002,5.48,6523.0,0,0,1,0,0,0,15
2.0,4.0,38.01,5810613.495,6429749.017,Poznań,ul. Smolna,13A,,,,,1/1,True,2022-09-30,38.01,Główna,0,2022,2022.6666666666667,12425.21544014733,3.207354186702674,19.005,7.16,6556.0,0,0,1,0,0,0,7
3.0,2.0,37.6,5806670.385,6428091.94,Poznań,os. Piastowskie,89,,,,,1/1,True,2022-04-21,37.6,Rataje,0,2022,2022.25,9539.77455319149,2.0712564814535077,12.533333333333333,5.48,6523.0,0,0,1,0,0,0,24
4.0,2.0,80.8,5810105.04,6422715.313,Poznań,ul. Janusza Meissnera,2I,,,,,1/1,True,2022-09-22,80.8,Wola,0,2022,2022.6666666666667,13761.83319207921,4.809263543875028,20.2,7.16,6556.0,0,0,1,0,0,0,35
3.0,3.0,52.2,5809173.374,6424473.576,Poznań,ul. Jana Długosza,30b,,,,,1/1,True,2022-09-06,49.2,Jeżyce,1,2022,2022.6666666666667,9599.236562601625,2.8641261687566146,16.400000000000002,7.16,6556.0,0,0,1,0,0,0,8
4.0,1.0,63.4,5815197.235,6425893.612,Poznań,os. Jana III Sobieskiego,21,,,,,1/1,True,2022-10-28,63.4,Piątkowo Północ,0,2022,2022.75,9052.25295141956,6.766208637772235,15.85,7.34,7102.0,0,0,1,0,0,0,22
2.0,1.0,42.95,5812825.975,6428898.431,Poznań,ul. Karpia,22G,,,,,1/1,True,2022-08-10,42.95,Naramowice,0,2022,2022.5833333333333,6957.384753526612,4.5522539842444765,21.475,7.04,6556.0,0,0,1,0,0,0,15
4.0,2.0,65.78,5808675.329,6432963.529,Poznań,ul. Mścibora,62,,,,,1/1,True,2022-04-20,61.5,Antoninek-Zieliniec-Kobylepole,1,2022,2022.25,9293.03306718699,5.690294636206277,15.375,5.48,6523.0,0,0,1,0,0,0,0
3.0,7.0,53.92,5810273.72,6424390.995,Poznań,ul. Zofii Nałkowskiej,55,,,,,1/1,True,2022-04-12,53.92,Ogrody,0,2022,2022.25,14635.20309792285,3.347206349204125,17.973333333333333,5.48,6523.0,0,0,1,0,0,0,19
2.0,2.0,43.6,5814932.075,6425194.866,Poznań,ul. Teofila Mateckiego,20,,,,,1/1,True,2022-10-26,43.6,Piątkowo Północ,0,2022,2022.75,11929.094234862385,6.690041153165875,21.8,7.34,7102.0,0,0,1,0,0,0,22
2.0,7.0,34.39,5809326.287,6427763.455,Poznań,ul. Grochowe Łąki,2,,,,,1/1,True,2022-11-16,34.39,Stare Miasto,0,2022,2022.8333333333333,12863.947231171855,0.8979521379216493,17.195,7.43,7102.0,0,0,1,0,0,0,26
2.0,3.0,37.15,5812825.975,6428898.431,Poznań,ul. Karpia,22G,,,,,1/1,True,2022-08-11,37.15,Naramowice,0,2022,2022.5833333333333,7187.427926516285,4.5522539842444765,18.575,7.04,6556.0,0,0,1,0,0,0,15
3.0,2.0,59.45,5806071.055,6424299.179,Poznań,ul. Daleka,15A,,,,,1/1,True,2022-08-04,59.45,Górczyn,0,2022,2022.5833333333333,11463.776183010934,3.8874128722440995,19.816666666666666,7.04,6556.0,0,0,1,0,0,0,5
3.0,1.0,40.2,5812107.215,6428186.136,Poznań,os. Kosmonautów,16,,,,,1/1,True,2022-10-25,38.1,Nowe Winogrady Wschód,1,2022,2022.75,10042.219372178479,3.649635911537284,12.700000000000001,7.34,7102.0,0,0,1,0,0,0,18
4.0,1.0,48.2,5808876.529,6423530.038,Poznań,ul. Grochowska,118b,,,,,1/1,True,2022-11-02,48.2,Grunwald Północ,0,2022,2022.8333333333333,8185.997417427386,3.756364001745955,12.05,7.43,7102.0,0,0,1,0,0,0,4
5.0,7.0,147.28,5809751.85,6427483.248,Poznań,ul. Na Podgórniku,2,,,,,1/1,True,2022-05-12,147.28,Stare Miasto,0,2022,2022.3333333333333,16479.990768060838,1.1968950807364793,29.456,6.42,6523.0,0,0,1,0,0,0,26
2.0,4.0,34.0,5811178.336,6428643.827,Poznań,ul. Wilczak,12e,,,,,1/1,True,2022-09-07,27.9,Stare Winogrady,1,2022,2022.6666666666667,11570.82332903226,2.9431127002488107,13.95,7.16,6556.0,0,0,1,0,0,0,27
4.0,6.0,86.38,5807892.46,6428855.834,Poznań,ul. Polanka,2,,,,,1/1,True,2022-08-12,86.38,Rataje,0,2022,2022.5833333333333,14926.794176338906,1.7220213069655108,21.595,7.04,6556.0,0,0,1,0,0,0,24
5.0,4.0,84.9,5814405.632,6427025.535,Poznań,os. Stefana Batorego,7,,,,,1/1,True,2022-04-07,84.9,Piątkowo,0,2022,2022.25,7464.02148786808,5.837566883670432,16.98,5.48,6523.0,0,0,1,0,0,0,21
3.0,1.0,49.49,5813311.06,6428918.387,Poznań,ul. Czarnucha,11,,,,,1/1,True,2022-11-08,49.49,Naramowice,0,2022,2022.8333333333333,11596.541465346534,5.014908614785329,16.496666666666666,7.43,7102.0,0,0,1,0,0,0,15
